pixel,fps,pv,ra,stream,device,GPU
420,14,1.0,0.64,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
360,26,0.92,0.0,5,Nano,0
420,14,0.73,0.59,5,Xavier,0
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,1.0,1.0,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.83,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.56,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.78,5,Laptop,0
420,14,0.93,0.59,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
420,14,0.73,0.56,5,Xavier,0
360,26,0.92,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.56,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
420,14,0.8,0.56,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.89,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
420,14,0.93,0.56,5,Xavier,0
360,18,1.0,0.72,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,0.94,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
420,14,1.0,0.53,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,0.93,0.56,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,0.78,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,0.73,0.59,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,0.94,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,0.73,0.64,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
420,14,1.0,0.29,5,Xavier,0
360,18,1.0,0.83,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.83,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,0.94,0.89,5,Laptop,0
420,14,1.0,0.57,5,Xavier,0
360,18,1.0,0.83,5,Laptop,0
360,18,0.94,0.89,5,Laptop,0
360,26,0.92,0.0,5,Nano,0
420,14,1.0,0.5,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,0.73,0.71,5,Xavier,0
360,18,1.0,1.0,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.83,5,Laptop,0
420,14,0.73,0.59,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
420,14,0.73,0.64,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,0.94,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
420,14,1.0,0.56,5,Xavier,0
360,18,0.94,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.56,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.71,5,Xavier,0
360,18,0.94,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
420,14,0.93,0.56,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
360,18,0.94,0.94,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
360,18,0.94,1.0,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.56,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
420,14,0.73,0.56,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
420,14,1.0,0.53,5,Xavier,0
360,18,0.94,0.83,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
420,14,1.0,0.59,5,Xavier,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
420,14,0.93,0.71,5,Xavier,0
360,18,0.94,0.89,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,0.78,5,Laptop,0
360,26,0.92,0.0,5,Nano,0
360,18,1.0,0.78,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
360,18,0.94,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
360,26,0.92,0.0,5,Nano,0
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.89,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
360,18,0.94,0.94,5,Laptop,0
360,18,0.94,0.89,5,Laptop,0
360,26,0.92,0.0,5,Nano,0
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
180,22,0.95,0.95,1,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,18,0.94,0.94,5,Laptop,0
180,22,0.95,0.91,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
420,30,1.0,0.23,5,Xavier,1
360,18,1.0,0.67,5,Laptop,0
240,18,1.0,0.33,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.78,5,Laptop,0
300,14,1.0,0.46,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.46,5,Xavier,1
360,18,0.94,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,1.0,5,Laptop,0
300,14,0.93,0.46,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
300,14,0.93,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
300,14,0.73,0.93,5,Xavier,1
360,18,1.0,0.78,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,0.93,0.39,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.93,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.67,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
300,14,0.73,0.86,5,Xavier,1
360,18,1.0,0.78,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.72,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.67,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.72,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,0.78,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.78,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
300,14,0.73,0.71,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.83,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
360,18,0.94,0.83,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,0.94,0.83,5,Laptop,0
360,18,0.94,0.89,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.93,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.64,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.64,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,0.89,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.83,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,0.94,0.89,5,Laptop,0
300,14,0.73,0.71,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.83,5,Laptop,0
300,14,0.93,0.86,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,0.78,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.83,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,0.89,5,Laptop,0
300,14,0.73,0.86,5,Xavier,1
360,18,1.0,0.78,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.83,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.59,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
300,14,0.73,0.86,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,0.94,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.89,5,Laptop,0
300,14,0.93,0.93,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,0.73,0.93,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,0.73,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
300,14,0.93,0.86,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,0.73,0.93,5,Xavier,1
360,18,0.94,1.0,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,0.73,1.0,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,1.0,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
360,18,0.94,0.83,5,Laptop,0
300,14,0.93,0.59,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.64,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
360,18,0.94,1.0,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
300,14,1.0,0.64,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,1.0,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,18,1.0,0.89,5,Laptop,0
300,14,0.73,0.93,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.71,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,1.0,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.83,5,Laptop,0
360,18,0.94,0.94,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,26,1.0,0.0,5,Nano,0
360,18,1.0,0.89,5,Laptop,0
300,14,0.93,0.86,5,Xavier,1
360,18,0.94,0.89,5,Laptop,0
300,14,0.93,0.59,5,Xavier,1
360,18,1.0,0.78,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.93,5,Xavier,1
360,18,1.0,0.89,5,Laptop,0
360,18,0.94,0.89,5,Laptop,0
300,14,1.0,0.86,5,Xavier,1
360,18,1.0,0.94,5,Laptop,0
360,26,1.0,0.0,5,Nano,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.44,5,Laptop,0
300,14,1.0,0.59,5,Xavier,1
360,18,0.94,0.72,5,Laptop,0
360,18,1.0,0.94,5,Laptop,0
360,26,0.92,0.0,5,Nano,0
300,14,1.0,0.59,5,Xavier,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.83,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.83,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.78,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.72,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,0.94,0.83,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,1.0,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.83,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,1.0,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.67,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,0.94,1.0,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.67,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.72,5,Orin,1
360,18,1.0,0.67,5,Orin,1
360,18,1.0,0.72,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.78,5,Orin,1
360,18,1.0,0.89,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.94,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,1.0,0.83,5,Orin,1
360,18,0.94,0.94,5,Orin,1
360,18,1.0,0.83,5,Orin,1
